name ,category ,deadline ,goal ,pledged ,status,backers ,
GYMBUDDYZ,Technology,8/4/2016 1:37,20000,2,failed,2,
Ball High VEX Robotics World Championship Trip Fundraiser,Robots,13/4/2015 6:55,4000,0,failed,0,
Kore Projects. Project Management on the go,Software,30/3/2016 8:57,20000,287,failed,5,
AppXen: Intelligent Photoshop to App Compiler,Technology,11/12/2013 23:39,50000,3026,failed,40,
Super Wireless Charging Monitoring,Technology,12/8/2016 8:25,20000,236,failed,4,
Auto-Can: The World's First App-Controlled Trash Can!!!,Robots,23/1/2017 18:27,20000,179,live,1,
Front End Web Development Framework,Software,14/7/2013 19:23,1000,152,failed,6,
The Wave!,Wearables,22/12/2016 21:21,35000,5212,live,86,
Photo request sharing mobile app,Apps,13/9/2016 15:55,10000,1,failed,1,
Freeway Ducks,Apps,10/4/2015 23:08,25000,0,failed,0,
c2cup - A Coffee Cup Made From Coffee,Technology,11/10/2015 23:08,20000,21479.7,successful,289,
ESP8266 V01/07/12 programmer,Hardware,1/1/2017 0:00,3000,913,live,16,
Modernising Protesting,Technology,11/4/2014 7:11,150000,156,failed,15,
Weather and Cloud Identifier App,Apps,4/9/2016 7:17,150000,2,failed,2,
BizBasicsOnline.com (BBO),Software,1/6/2016 18:25,5000,29,failed,1,
Computer Programming Training Designed for Kids,Software,13/10/2014 5:00,30000,3885,failed,57,
editr: web-based code editor,Web,11/4/2014 0:44,150,560,successful,48,
Guitar Building,Fabrication Tools,15/12/2014 15:10,5000,2,failed,2,
Ballroom Nightz App,Apps,1/12/2014 6:44,8000,5,failed,1,
IRECRU-IT,Web,14/4/2015 2:54,100000,0,failed,0,
AudioStream : Stream Audio or music to FM Radio with Clarity,Sound,25/7/2014 5:59,33000,940,canceled,12,
New Multi Instrument Hotstrings Acoustic Digital Enhancer,Technology,7/6/2014 19:08,50000,452,failed,20,
Project Real Estate Support System #2,Web,12/9/2016 23:47,2200000,0,failed,0,
Raspberry Pi Nixie Tube Driver,Hardware,28/9/2014 2:46,5000,11600,successful,121,
Bixi: Control Any Smart Device by Simply Waving Your Hand!,Hardware,3/12/2016 17:35,25000,121496,successful,1215,
ARTSTATE - GPS Solar Watch,Wearables,13/11/2015 7:34,50000,24023,failed,90,
digiown - The Collector's Network,Apps,26/6/2015 12:08,7500,32,failed,3,
"Disrupt the clothing store dressing rooms, Fitting Room App",Apps,10/9/2015 3:25,12000,12,failed,1,
The Golf Club Caddy,Technology,14/7/2016 3:34,250000,0,failed,0,
MyR3sum3 - A World of Possibilities,Web,3/12/2014 4:11,160000,161,failed,5,
Meeting Points (MeetingPoints.co) (Canceled),Apps,9/8/2014 5:14,5000,0,canceled,0,
7Food,Web,3/8/2015 6:40,250000,2,failed,2,
iPhone App Turns Rush Hour Into Its Own Social Network,Software,17/6/2011 6:11,20000,60,failed,2,
the America2wo Robots: Green Independence for All,Hardware,19/6/2011 18:59,5800,182,failed,8,
MIDI Sprout - Biodata Sonification Device,Hardware,21/4/2014 5:59,25000,33370.77,successful,454,
DKL Skateboarding - Griptape that won't rip your shoes,Hardware,6/12/2016 5:50,7000,8177,successful,169,
Resume Face Lift,Web,11/8/2014 18:39,5000,30,failed,3,
Propeller blade tracking App android/iphone,Apps,13/1/2015 2:00,5000,43,failed,10,
verticalknowledge.org,Software,3/7/2014 1:24,10900,279,failed,17,
Laser Headphones (Canceled),Wearables,4/4/2016 0:36,250000,0,canceled,0,
FriendMe : Social Media 2.0 (Canceled),Web,16/11/2015 19:09,12000,0,canceled,0,
Zodiac FX: The world's smallest OpenFlow SDN switch,Hardware,1/8/2015 1:56,40000,41106,successful,283,
Secure Transfer USB,Gadgets,3/9/2015 9:59,5000,6082,successful,102,
I want to start a dating application with videos.,Web,21/4/2016 23:53,4000,0,failed,0,
Respect The Junk,Web,15/7/2015 19:33,10000,0,failed,0,
CubeSat 4 UFO Disclosure,Technology,4/12/2016 2:52,5000,362,failed,6,
"PiCE, The Ultimate Case For Your Raspberry Pi & Camera",Hardware,2/9/2013 10:12,12500,13112,successful,341,
MOCAFI,Apps,31/12/2016 20:47,15000,5686,live,39,
XPNDBLS Modular Battery Case & Power Bank,Hardware,2/5/2015 9:02,50000,9526,failed,107,
Grout/Tuckpointing Gun,Hardware,22/6/2013 22:54,7500,6,failed,2,
Make hydroelectricity for your home (Canceled),DIY Electronics,25/8/2014 0:52,1000,105,canceled,2,
"Peili.me, the magic mirror (Canceled)",Apps,5/12/2014 17:02,80000,257,canceled,16,
Sunda: Stores Raw Sensor Data for Precise Analysis,Wearables,16/8/2015 18:02,20000,509,failed,10,
Walks,Apps,16/4/2015 11:04,40000,761,failed,4,
Lildrop Metals Tester,Gadgets,29/10/2014 18:19,32000,757,failed,8,
DragonFruit: A Complete Raspberry Pi 2 Solution,Technology,31/12/2015 18:38,3500,3052,failed,25,
Pathway to Educational Success: An App for Early Learners,Apps,15/1/2016 16:55,50000,0,failed,0,
Votesy: Social Crowdsourcing Voting Website,Web,13/1/2016 17:16,68000,370,failed,4,
#SAMAlert - Helping Missing People To Be Found,Technology,1/10/2014 11:39,5000,41,failed,6,
Fishermans- ifriend (Canceled),Technology,17/7/2014 23:58,200000,80,canceled,1,
Shippifly,Web,21/3/2016 22:18,5000,0,failed,0,
"Ocean Tech California ""We Need Your Help""",Technology,16/5/2016 2:45,100000,16,failed,3,
"Regie, ontzorging, SPOC, Maandelijkes vaste kosten, nen 7502",Software,29/3/2015 13:31,150000,1,suspended,1,
Help Carers and the Disabled,Web,18/9/2015 23:26,50000,20,failed,2,
ATtiny85 ISP!  Shrink your Arduino projects with ease!,Hardware,20/12/2013 5:48,2100,8011.9,successful,385,
Tennis Commander: A watch over your game,Apps,16/6/2016 23:00,9999,10203,successful,100,
WingBoard - Carve the Sky,Flight,31/10/2014 17:59,32000,4637,failed,42,
"Is This HALAL/Healty,Scan It and You Know It.OK,NOK,Doubtful",Apps,19/6/2015 19:34,40000,61,failed,3,
Southwest Vermont's Comprehensive Online Event Calendar,Web,22/6/2015 2:00,39600,245,canceled,5,
Last Cam Standing,Web,22/2/2015 13:10,150000,1373,failed,10,
"git-annex assistant: Like DropBox, but with your own cloud",Software,12/6/2012 18:07,3000,24786.43,successful,951,
Prototyping several inventions and patents. (Suspended),Technology,15/11/2014 23:26,16000,3,suspended,1,
Low Cost High Quality Simulation Gauges and Hardware,Technology,10/7/2014 14:51,10000,100,failed,1,
Talkase: the must-have accessory for a mobile lifestyle.,Gadgets,20/11/2014 18:44,60000,130925.6,successful,2393,
YayWay,Apps,3/11/2014 15:03,120000,919,failed,14,
Eternal Light - Take control of your photographic memories.,Technology,26/5/2013 22:30,22000,2466,failed,96,
SheReadsTruth Bible+Devotional App,Technology,23/4/2014 6:59,35000,87774.3,successful,1892,
Shadow OS,Software,15/5/2015 23:42,500000,0,failed,0,
Violet: Track your sun exposure and vitamin D levels,Wearables,21/8/2014 13:27,100000,71505,failed,316,
Thermalux....Want to Go Solar?... this is where you start!!,Hardware,1/5/2015 20:59,60000,6288,failed,19,
Carpool2Vote App Takes You There: Free Ride To The Polls,Apps,8/11/2016 18:00,10000,2475,failed,14,
CryptoChatter.Info Crypto Market Sentiment Using Data Mining,Web,5/6/2015 19:49,5000,40,failed,4,
GP3D : Root - Reliable Full Metal Body 3D Printer,3D Printing,28/2/2015 2:00,50001,19748,suspended,87,
AJAX Exosuit: Wearable powered exoskeleton,Robots,10/3/2015 16:41,2500,7263,successful,120,
Brakup,Apps,7/12/2015 7:25,125000,0,failed,0,
Low Emission Advanced Renewable Conversion Technologies,Technology,17/7/2015 18:47,150000,500,failed,1,
ChirpOMatic USA: an app to identify birds from their songs,Apps,7/12/2015 14:02,5000,185,canceled,5,
LAntiStress: Life with Less Stress,Apps,29/8/2016 21:00,54321,50,failed,4,
SanCat,Technology,21/8/2015 18:00,25000,11,failed,2,
Nope - Live Free,Technology,18/11/2014 19:03,500,93034,successful,7857,
The Hybridships Project – Freedom With Free Energy,Technology,13/4/2013 22:18,45000,17,failed,3,
New Way to Play ...        Virtual Music,Hardware,22/10/2013 17:11,100000,3091,failed,22,
Stickies - The First Digital Crown Stickers for Apple Watch!,Technology,6/5/2015 0:21,4000,58,canceled,2,
Retro Open Source Nixie Clock (Canceled),Gadgets,30/3/2015 23:41,7000,1291,canceled,14,
BeachBox,Technology,12/7/2016 0:59,2999,170,failed,2,
HERA TRAINING Smart Coaching Bra (Canceled),Wearables,22/7/2016 13:57,50000,15114,canceled,54,
ErgStick - Automatically record your Concept2 scores,Gadgets,28/6/2015 13:00,71337,9978,failed,125,
"Create animations easily in your browser, with Animake It!",Web,15/6/2014 9:07,10000,4175,failed,93,
Mentor Connect Global,Technology,25/11/2015 10:41,20000,410,failed,9,
Pocket Catholic iPhone App,Technology,22/9/2012 21:50,1000,651,failed,15,
PiTablet: A Raspberry Pi powered tablet! Starting at $99!,Hardware,7/1/2015 13:00,1000,13234,successful,76,
Fanatalks - A website for sports fans,Web,6/12/2015 17:01,10000,0,failed,0,
D&M Theatrical Maker Space,Makerspaces,30/9/2014 4:52,12000,500,failed,1,
fuel - free engine,Gadgets,3/10/2014 19:58,30000,82,failed,4,
PowerBulb - LED Light Bulb with Two USB Charging Ports,Gadgets,1/12/2016 15:50,25000,26674.7,successful,162,
Future Farming,Fabrication Tools,8/9/2014 1:45,300000,40,failed,4,
"Manga Screen – Multi Touch 4.3"" LCD",Hardware,13/2/2015 14:57,65000,304229,successful,362,
"Help Create ""Shared Worlds""",Web,19/9/2014 0:32,3500,10,failed,1,
Ask-Vig Connection Amber Alert Add On App,Apps,5/9/2016 5:38,40000,100,canceled,1,
Tesseract: Gaming From A New Perspective,Hardware,4/1/2016 23:00,70000,17130,failed,221,
Flood Fighter - Leak Protection & Water Conservation,Technology,8/5/2016 19:24,58000,353,failed,5,
WiCAM: The programmable wireless coin cam,Technology,15/4/2016 20:48,40000,155069,successful,1205,
Build Your Buddy - The Social Fitness App (Canceled),Apps,4/6/2016 0:00,300000,60,canceled,2,
"2015 CES Best, First Domestic Robot That Tracks Intruders!",Robots,28/1/2015 21:30,1000,365538,successful,1627,
The Start Up of TechPop!,Web,15/6/2015 19:57,4000,0,failed,0,
Vigilante Justice Video Game,Software,1/6/2015 23:34,150000,100,failed,1,
Hoop24Seven,Technology,13/3/2014 15:10,8000,3791,failed,48,
Solar Power on the go,Gadgets,5/4/2015 21:36,24000,28,failed,1,
ibox Slix Splashproof Bluetooth Speaker w/Stereo Pairing,Sound,1/2/2015 18:25,20000,4068,failed,56,
RPPSOC - System on a Chip for the Raspberry Pi,Makerspaces,12/6/2016 23:01,1000,4035,successful,68,
Tribal Leadership / Consulting Hub,Web,3/12/2015 2:39,10000,2,failed,2,
The EFT-Suit,Wearables,24/10/2016 21:52,1000,103,failed,4,
"Learn Chinese, English and Spanish with The Gospel of Mark",Apps,27/6/2014 21:29,250,1005,successful,52,
SmartChutes: Drone Parachute Recovery System,Flight,29/5/2015 5:47,25000,18067,failed,51,
humans.,Apps,28/7/2016 16:36,15000,5243,failed,18,
The Liberty Electric Tricycle,Hardware,11/12/2015 2:45,10000,25954,successful,23,
Snugs custom-made wireless earphones with sensaround sound,Sound,17/10/2014 22:16,50000,4110,failed,33,
True Control- Take control of your kids privacy,Apps,23/3/2015 0:02,16000,0,failed,0,
RogerVoice Phone engaging the world with the hard-of-hearing,Apps,22/10/2014 23:29,20000,35002.96,successful,438,
Mobile Fitness,Apps,1/9/2016 8:59,30000,0,failed,0,
"INFO - MU, Authoring a Book, Research Thesis, Project",Technology,23/7/2014 6:40,50000,5451,failed,8,
The Parking App,Apps,9/12/2014 18:01,25000,27,failed,1,
adriandelance-com New Hip Hop website,Technology,6/3/2015 1:07,45000,0,failed,0,
GloStep Truck Steps,Gadgets,14/1/2015 21:43,150000,85,failed,4,
Swoop alert- coming into magpie season heres the app for yo!,Apps,14/10/2015 21:19,25000,5,failed,1,
Wrap up your maths,Apps,12/9/2014 20:57,6400,20,failed,2,
Food Waste to Fertilizer through Vermiculture Technology,Technology,14/3/2016 1:56,10000,51,failed,2,
VJacket - A Wearable Controller for Live Video Performance,Hardware,19/5/2011 22:33,3000,145,failed,3,
BoomCube,Technology,13/6/2013 19:49,35000,762,failed,5,
"Air Pump, River Guide Grade",Makerspaces,16/7/2015 6:50,1400,630,failed,2,
wanna eat,Web,22/11/2015 18:37,10000,0,failed,0,
LAN Center,Technology,26/10/2014 7:19,200000,2,failed,1,
Insight: Smarter Tech for the Smarter Athlete,Wearables,12/4/2014 2:00,50000,121897.1,successful,548,
SJSU Remote Inspection Device (RID),Hardware,22/4/2013 22:18,3000,1315,failed,29,
"Pingo - High Quality, Affordable 3D Printer",3D Printing,10/10/2016 21:38,20000,5733,failed,22,
Caelum - Photos from stratosphere,Space Exploration,9/11/2016 21:26,150,1434,successful,52,
The Instant Contractor,Apps,31/12/2016 16:36,50000,0,live,0,
Online Shopping Website that helps SAVE you money!,Web,17/2/2015 3:00,8400,0,failed,0,
Artificial Intelligence for Business (Canceled),Software,15/5/2016 16:54,960000,0,canceled,0,
"OTR, The new face of social media and communication",Technology,26/9/2015 9:20,843000,0,failed,0,
Mysiga Headphones - Made to be Cozy!,Sound,20/6/2014 4:24,90000,2587,failed,26,
Moff: a wearable smart toy changes everything into toys,Hardware,10/4/2014 1:35,20000,78871.96,successful,1157,
Bluetooth Smart Pen 2.0 - Exceptional Quality & Value,Gadgets,30/12/2016 18:00,30000,35640,live,387,
ExerWise - Encouraging Children To Be Active,Wearables,29/5/2016 18:46,10000,10878,successful,158,
Arena - let's digitalize commerce,Apps,14/10/2015 12:00,30000,0,failed,0,
The Siva Cycle Atom - Powering your life one pedal at a time,Hardware,23/5/2013 17:38,85000,126082.45,successful,1373,
PLAT - Broadcast your location,Technology,19/9/2015 18:51,10000,30,failed,3,
Duo Mount powered by Traction Mounts,Camera Equipment,21/11/2015 16:41,95000,3017,failed,34,
AI4U,Software,31/7/2015 3:53,35000,20,failed,2,
Mogees Play - a new way to make music and play games,Gadgets,5/8/2016 12:15,40000,58910.11,successful,1177,
CybatiWorks - ICS/SCADA/IoT Cybersecurity Education Platform,Hardware,18/10/2014 6:00,30000,31291,successful,37,
Reflect - The network where ideas connect.,Apps,30/1/2016 13:55,4000,15,failed,1,
iBow docking station: Boost your Mac with Extra Graphics!,Technology,6/10/2016 18:23,100000,1467,canceled,10,
One Button Alert - One push it does all for you. So easy now,Hardware,29/11/2014 8:41,5000,80,failed,6,
Cyber Security Report Server,Web,1/4/2016 11:09,3000,0,failed,0,
The USB Shelf,Technology,30/1/2015 1:27,150000,800,failed,8,
MPESS - Multisource Portable Energy Storage Solution,Hardware,20/2/2014 22:45,15000,611,failed,7,
vibeSquirrel,Apps,30/12/2016 16:53,5000,560,live,25,
IOYA,Apps,15/12/2014 7:26,15000,0,failed,0,
Hello Web App: Intermediate Concepts,Software,4/10/2015 17:14,5000,13365,successful,319,
Learn Python VISUALLY,Software,13/11/2014 4:00,5000,23214,successful,900,
Brayne,Apps,1/12/2014 11:36,5000,32,failed,3,
Yakaba - Online Video Networking For Professionals,Web,6/3/2015 10:48,50000,23,failed,5,
Karate Do Software For Tournaments,Software,11/11/2015 18:43,20000,0,failed,0,
Afrohair on the go hair app,Software,18/7/2015 19:36,2000,0,failed,0,
aiquad,Technology,17/12/2016 0:13,250000,315,live,4,
TAP CAP saving the world's water one tap at a time!,Gadgets,29/11/2014 17:00,80000,20,failed,1,
vcemo : streaming 360 videos to virtual reality devices,Software,17/12/2014 16:22,34500,14336,failed,75,
Force Amplifying Hand Tools (Canceled),Fabrication Tools,12/3/2015 2:45,50000,0,canceled,0,
Wi-fine4me® - Wi-Fi you can control !,Hardware,15/7/2016 19:46,14850,6179,failed,55,
Healthy Gourmet Designer,Software,22/11/2016 0:22,65000,1,canceled,1,
Announce Your Event,Apps,11/12/2015 6:14,2000,101,failed,2,
Closed (Canceled),Technology,18/6/2015 2:37,100000,882,canceled,10,
4H Robotics Team 3737 - FIRST Robotics 2013 NC Regional,Robots,29/12/2012 3:00,1000,1026.02,successful,18,
NOWA®,Web,6/1/2016 23:02,240000,605,failed,4,
JUMP A WORLD - The new social network for world travelers!,Web,8/8/2015 16:19,50000,4551,failed,77,
Your real body,Apps,30/11/2014 11:10,15000,0,failed,0,
iEmu: an open-source iOS device emulator (Canceled),Software,16/9/2011 6:56,20000,20442,canceled,165,
Organic carrot straightener,Technology,4/3/2016 22:03,8000,21.5,failed,5,
High-end Retro Suitcase Speaker,Sound,17/5/2016 0:00,15000,190,failed,3,
Aprende a programar con Scratch y Minecraft,Technology,16/10/2015 11:59,3500,160,failed,6,
KeyPenTrak,Apps,15/10/2015 20:44,32500,105,failed,1,
PalmLing,Technology,7/4/2012 18:39,25000,555,failed,10,
Superoute.com,Apps,9/1/2015 21:46,30000,1,failed,1,
Unwander -Travel Planning Through A Contest,Web,1/6/2015 1:43,10000,51,failed,2,
SRS:DIY Windshield washer refill kit for the vehicle’s trunk,Technology,11/5/2015 0:56,45000,672,failed,13,
"Gangster® Build a Brand, a Story, the World's Best Headphone",Gadgets,16/9/2016 8:59,40000,10613,canceled,85,
"NASA Student Launch 2016, University of Central Florida",Space Exploration,18/3/2016 4:59,1500,4535,successful,53,
Students making art through programming and education,Web,6/7/2015 20:42,8000,0,canceled,0,
SNUFA Social Network Project,Web,11/12/2015 23:45,5000,300,failed,5,
Grifta - Morphing Gamepad,Technology,2/4/2015 12:06,65000,124949,successful,1544,
The 'even more' Amazing Amp,Sound,31/3/2016 19:27,1000,8751,successful,30,
"Low-Cost, Open Source LiDAR for Robotic Systems.",Robots,8/9/2014 2:12,28000,3815,failed,64,
UNU- recharge your phone on a socket,Hardware,23/7/2015 0:48,300,19,failed,2,
Trending Taste,Software,7/7/2014 2:23,125000,25,failed,1,
LazerBlade: The affordable laser cutter / engraver,Hardware,28/6/2014 3:56,45000,569397.01,successful,885,
Smart Touch LED + Bluetooth Speaker,Technology,30/9/2016 23:07,4500,54,failed,2,
The most reliable smartwatch for under $100,Wearables,31/12/2015 21:17,25000,4873,failed,41,
Webterapeut.dk - Vejen til Succes.,Web,20/4/2016 8:34,143000,1200,failed,4,
This is us (Canceled),Web,12/8/2014 20:52,425,0,canceled,0,
Ez 2c 3D Viewer #1,3D Printing,30/11/2016 22:49,37,125,successful,5,
Delivering the future of construction worker safety...,Apps,25/6/2016 16:16,1000000,0,failed,0,
Prophet,Software,14/9/2010 5:59,20000,415,failed,15,
Insultus Generator,Apps,28/1/2015 16:02,4000,23,failed,4,
PSDR - Pocket HF SDR Transceiver with VNA and GPS,Technology,13/2/2015 6:01,60000,66197,successful,256,
Freedom Foundation Development,Web,12/4/2015 18:15,12000,251,failed,2,
Virtual Restart - Stock Market For You and Your Loved Ones,Web,15/1/2015 20:29,37000,463,canceled,8,
Open Source Home Control,Software,7/9/2010 18:51,7500,0,failed,0,
Arduino Digital Signal Processing Shield. DIY sound effects!,Hardware,9/3/2013 10:49,2000,7859,successful,227,
Lamobo D1- Develop your own mini-camera,Hardware,11/7/2014 16:43,8000,15922,successful,169,
Analog Is Easier With SimpleCircuits,Hardware,11/7/2013 20:42,18000,7125,failed,112,
Win or Snooze - a gamified alarm clock app,Apps,22/10/2015 16:33,40000,3614,failed,161,
Trptp - making travel more meaningful with social media,Apps,4/9/2016 18:40,15000,600,failed,4,
BOOWLL® - Amazing and beautifull design LED lamps !,Gadgets,24/3/2016 20:06,6000,810,failed,24,
"Higgy: Your Real Person, Travel Advisor and Agent App",Apps,21/5/2016 22:14,400000,42975,failed,20,
mobilexboxtournies,Technology,3/5/2015 18:50,1000,1,failed,1,
Pulse Sensor:  an Open Source Heart-rate Sensor that Rocks,DIY Electronics,8/9/2011 5:59,3000,18418.11,successful,491,
Wandr - location-based exercise buddy app,Apps,18/5/2015 3:55,10000,645,failed,7,
Tool for talent (Canceled),Web,15/2/2015 18:55,2200,0,canceled,0,
Real Life Five Nights at Freddy's,Robots,7/6/2016 14:34,6500,56,failed,2,
Flarecast -The app that alerts others if your battery is low,Apps,25/3/2015 10:02,3000,344,failed,10,
Phone Application: CarPool Lane Riders Get Paid,Apps,18/2/2016 18:30,9000,40,failed,2,
Off The Grid,Hardware,22/7/2015 17:03,20000,40,failed,2,
Heyo - The Smart Caller ID for Your Home,Hardware,24/9/2015 14:34,47000,285,failed,7,
The React Tutorial,Software,8/6/2016 20:00,7500,146,failed,6,
"The CanHanger Windmill (new,turbine,technology,garden,craft)",Technology,26/3/2015 14:30,2500,25,failed,6,
iStick™: USB Flash Drive with Lightning for iPhone and iPad,Technology,17/6/2014 9:00,100000,1100629.71,successful,7495,
The Origin: The New 4th Axis Camera Stabilizing Gimbal,Camera Equipment,9/4/2015 19:37,40000,9826,canceled,15,
Light up LED Hula Hoops that are feather light and sectional,Technology,1/7/2015 1:36,1250,10,failed,1,
Swap or Collect app - Now show-off your collectibles online,Apps,16/10/2016 22:33,6000,684,canceled,6,
tagged@,Web,11/8/2014 17:19,7000,25,failed,1,
"Glass is Green, or is it?  Recycle the Un-Recylable",Technology,8/2/2013 22:54,60000,511.21,failed,24,
SnapItUp,Apps,2/12/2015 0:22,300000,2,failed,2,
Clubhouse,Software,22/8/2013 5:38,10000,10013.77,successful,39,
uSearch Inc. (Canceled),Apps,31/7/2014 1:09,35000,0,canceled,0,
Fit Equip (Suspended),Web,10/10/2015 1:29,2000,0,suspended,0,
Coderbyte: A Tool for Programmers,Software,28/6/2013 19:41,1000,3640.14,successful,232,
VR Lens Lab - Glasses for Virtual Reality Headsets,Wearables,10/5/2016 17:48,5000,43234,successful,1306,
TYLT VÜ Pulse for Pebble Time™,Wearables,26/2/2016 18:01,100000,343749,successful,5814,
Monkey Bumps - give your phone super powers,Hardware,1/7/2015 21:51,6000,1929,failed,93,
Electronic Steering Wheel System,Gadgets,9/4/2016 0:01,95000,0,failed,0,
Free distributed video editor,Software,2/10/2010 4:00,25000,11133.53,failed,141,
MagCable. A magnetic cable that changes charging experience,Hardware,16/10/2015 14:53,50000,99745.58,successful,3303,
FAST,Apps,16/4/2016 20:24,25000,1,failed,1,
Extremely Accurate Dimmable Nixie Tube Clock,DIY Electronics,1/11/2014 4:35,15000,2972,failed,14,
Start Your Apple Watch App Business Now! Course,Technology,17/12/2014 3:00,12000,5120,failed,4,
Innovative App designed to save you time and money,Apps,18/9/2014 23:19,100000,5,failed,1,
ThreatSwitch: Making Conforming Change 2 Easier,Web,3/7/2016 18:48,10000,10001,successful,3,
MySpotOnTheWorld,Web,2/11/2015 17:41,30000,10,failed,1,
"nakedfriends Nudiste Community, Travel & Blog/Vlog",Apps,8/10/2016 13:04,300,39,failed,2,
Fitness Timer Online Phase Two,Web,6/7/2016 15:16,5000,0,failed,0,
A product to help the temp. or perm. disabled,Technology,26/2/2015 19:26,15000,1,failed,1,
Get Organized in your life  & access when you need it,Web,21/7/2014 22:54,25000,51,failed,3,
Sportr,Software,18/11/2015 7:15,10000,10,failed,1,
Finish a suite of collecting apps for the iOS - in beta now,Technology,16/2/2014 2:03,8000,69,failed,3,
Dalek v Enterprise v Vader (the race to the edge of space),Space Exploration,2/2/2013 18:02,150,786,successful,43,
TCP/IP bouncer (Canceled),Software,20/10/2015 3:51,6000,85,canceled,9,
Starter Shield for Arduino,DIY Electronics,16/4/2015 22:51,1500,552,failed,14,
nScope | a lab for every laptop,DIY Electronics,2/6/2015 2:31,25000,187058.66,successful,1706,
Halitron™,Technology,17/12/2014 12:10,50000,23896,failed,62,
You CAN stay Married,Web,3/6/2015 17:31,3000,0,failed,0,
CYC : CYCLIST SAFETY SYSTEM THAT MAKES BIKES VISIBLE,Technology,26/4/2016 7:52,450000,362,failed,10,
"App iPhone, iPad et Android Cours de Développement Facile",Web,26/6/2015 3:41,8000,0,failed,0,
WearWise The New Generation of Cameras,Camera Equipment,9/8/2015 8:45,40000,30465,failed,256,
Date Night Bunny. No sitter?  No problem.,Apps,4/9/2014 2:45,6000,0,failed,0,
Fit Together: The Social Way to Workout at Home (Canceled),Software,8/11/2014 5:12,5000,153,canceled,10,
Amber alert,Apps,1/10/2016 4:49,8000,35,canceled,3,
The Best and Most Affordable Electric Fat Bike Yet!,Gadgets,15/8/2015 14:00,100000,29441,failed,24,
RFQ DESK,Web,9/11/2014 2:25,75000,13,failed,2,
Super Cat Scooper,Gadgets,16/7/2015 2:20,79900,398,failed,10,
RoomShare-Deine günstige Unterkunft,Technology,30/9/2015 16:56,2500,1984,failed,37,
SmartArm,Gadgets,1/4/2015 7:58,250000,241,failed,3,
Autonomous car (Canceled),Robots,30/5/2015 17:21,80000,0,canceled,0,
METAL ART PROJECT,Hardware,24/4/2014 1:00,18000,468,failed,13,
Pompeii Touch app,Apps,11/8/2015 16:47,10000,30,failed,3,
"Chromatic: Building a Media Lab for Art, Music & Adventure.",Technology,14/6/2013 11:00,5000,6114,successful,63,
Playberry Pi - Raspberry Pi Gaming Console (Canceled),Gadgets,17/5/2015 23:03,4500,1524,canceled,15,
Invisibility Cloak,Wearables,14/12/2014 13:25,50000,481,failed,43,
K-Board Pro 4 - Smart Fabric Keyboard,Sound,21/12/2016 8:59,50000,48874,live,116,
ProtoLeap Starter,Hardware,21/12/2016 18:00,5000,2815,live,50,
Silk by Saffron - Smart LED Lighting - Bring Sunlight Inside,Technology,7/8/2015 16:41,100000,61917.59,failed,674,
Robotic Hand Waver For Signs,Technology,13/11/2014 20:42,10950,274,failed,11,
LitCircle: The Party App,Apps,25/11/2016 0:16,15000,8,canceled,2,
"""Snow Leopard"": The Automatic Snow-Blowing Robot",Technology,13/12/2015 5:40,2500,215,failed,4,
Koreanbap.com,Web,14/2/2015 2:14,5000,550,failed,3,
The T-Mouse Program Project.,Hardware,15/9/2013 22:36,18000,578,failed,17,
The Health Perception Index (HPI),Software,14/9/2014 23:57,50000,0,failed,0,
The Link - a device that makes any speaker wireless,Gadgets,4/7/2014 6:00,50000,24635,failed,393,
EZ Sound Speaker Rig,Sound,14/2/2015 21:55,300,504.5,successful,15,
TROCADÉRO-FIXIE,Hardware,4/8/2016 0:07,49500,7029,failed,11,
TurtlTeck,Robots,12/9/2014 21:30,1000,2345,successful,75,
Beer O'Clock,Apps,17/8/2014 5:05,30000,50,failed,1,
Xiki: The Command Revolution,Software,20/7/2014 18:28,80000,84165.56,successful,2490,
OFFICIAL MARDIBUS,Technology,5/1/2015 3:58,5500,10,failed,1,
"""POLSTRAT"": STAGE I",Web,20/11/2016 20:15,5500,1425,failed,16,
BrightSwitch - Remembers when you forget,Technology,3/7/2014 20:54,15000,2232,failed,20,
PharmaTrac,Software,29/5/2016 2:54,35000,120,failed,2,
Custom machined pens,Hardware,30/4/2014 21:45,15000,4915,failed,38,
""" ORBIT "" Flying Autonomous Smart Device. Prototype.",Technology,18/4/2014 17:12,1000000,6,canceled,6,
DIY Cardboard Headphones Kit,DIY Electronics,12/2/2016 14:16,10000,394,failed,17,
Dharlaa.com - Answers for everyone,Software,15/4/2016 1:05,83500,801,failed,4,
Trago - The World's First Smart Water Bottle,Wearables,3/7/2015 6:46,50000,75277,successful,895,
Visual Caffeine - our revolutionary lamp keeps you energized,Hardware,20/8/2016 13:06,50000,31397,failed,79,
WifyBOX: Resell your WiFi safely!,Gadgets,8/12/2014 9:00,62000,933,failed,24,
Send your own Pocket Spacecraft on a Mission to the Moon!,Technology,26/8/2013 15:53,290000,69079.5,failed,414,
Harmony - Musicians and live music venues connect together,Apps,25/3/2016 16:59,4000,121,failed,3,
Legion Solar - A Better Way to Energy Independence,Technology,18/6/2016 0:00,50000,277524,successful,399,
Detect Scalar / Torsion Fields with SmartWATCH,Hardware,22/10/2012 2:58,10000,60,failed,5,
Roote: the first location services social media app,Apps,8/4/2015 0:02,6000,100,failed,1,
